microsample	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	genome_count_filtering30
M300221	Caecum	Positive	MSEB0002	A001aI113B	B04	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	18	NA	BEST_v24	9517462	8304100	872834	627369	213921	174855	24965	4431	9670	1427619300	1230520308	18583801	8601615	7697847	321591	72084	510093	0.440742	0.429055	0.502334	8304100	2398154	2397108	5842063	820	769	2462037	2397334	2396339	2395724	909555	1486169	909555	31897	retained
M300222	Caecum	Positive	MSEB0002	A001aI113B	B04	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	23	NA	BEST_v24	15201310	8247656	845634	5775657	219166	176910	29930	2553	9773	2280196500	1228285463	392755977	7327952	6483155	344757	45119	454921	0.549688	0.416835	0.733029	8247656	1985236	1977242	6195138	6062	3057	2052518	1979174	1974185	1973746	707739	1266007	707739	0	excluded
M300223	Caecum	NegativeLysis	MSEB0002	A001aI114Y	B04	NA	NA	NA	NA	NA	NA	25	NA	BEST_v24	24209052	102604	528506	21737460	187795	167194	11912	2	8687	3631357800	14408335	1522566565	2695043	2440153	110562	118	144210	0.739849	0.441517	0.912835	102604	99644	70772	2958	28820	4638	99646	70824	66134	66126	3	66123	3	0	excluded
M300224	Caecum	NegativeMebrane	MSEB0002	A001aI113M	B04	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	22	NA	BEST_v24	9938618	8537984	703858	989325	161916	119525	30177	2901	9313	1490792700	1265126201	45774010	5135852	4283358	388762	41698	422034	0.438135	0.413652	0.570529	8537984	927848	822844	7535444	104015	396	1002540	823833	822448	822200	268384	553816	268384	0	excluded
M300225	Caecum	Positive	MSEB0002	A001aI115C	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	12	NA	BEST_v24	1260	766	70	960	13	7	5	0	1	189000	90892	53861	296	175	57	0	64	0.502577	0.445034	0.0857143	766	232	232	534	0	0	232	232	232	232	92	140	92	0	excluded
M300226	Caecum	Positive	MSEB0002	A001aI115C	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	14	NA	BEST_v24	10571678	9446850	746894	1201246	164790	121344	29851	3793	9802	1585751700	1385900921	39934635	5314742	4463002	381655	61812	408273	0.434439	0.421247	0.225132	9446850	1818302	1816638	7551014	1409	316	1895836	1816893	1816322	1816050	681993	1134057	681993	228256	retained
M300227	Caecum	Positive	MSEB0002	A001aI115C	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	18	NA	BEST_v24	7992248	7132766	583004	900576	153435	122228	22147	2922	6138	1198837200	1046580988	29359762	5828101	5213083	278975	49634	286409	0.43406	0.422698	0.445723	7132766	1402724	1401920	5671032	604	279	1461734	1402120	1401641	1401398	532345	869053	532345	0	excluded
M300228	Caecum	Positive	MSEB0002	A001aI115C	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	21	NA	BEST_v24	9975648	8733036	840480	1153916	196954	155836	27411	4085	9622	1496347200	1280533074	37764785	7391032	6521025	355727	69983	444297	0.43817	0.424277	0.578415	8733036	1837906	1836472	6821416	1215	557	1911620	1836691	1835915	1835606	711322	1124284	711322	0	excluded
M300229	Caecum	Positive	MSEB0002	A001aI115C	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	23	NA	BEST_v24	10671446	9135806	984756	1403575	228604	176742	36136	3764	11962	1600716900	1335628874	47689687	8656882	7572429	463553	60542	560358	0.443202	0.425567	0.61607	9135806	1930564	1923322	7129153	6907	2215	2006653	1923657	1921107	1920738	736681	1184057	736681	0	excluded
M300230	Caecum	Positive	MSEB0002	A001aI115C	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	26	NA	BEST_v24	6442896	5518994	583292	1087048	120975	95490	15700	2151	7634	966434400	801030886	39146887	4499544	3949316	198918	43097	308213	0.451372	0.430855	0.599698	5518994	1285680	1267242	4183875	18320	9038	1335119	1267360	1258204	1257914	476854	781060	476854	0	excluded
M300231	Caecum	NegativeLysis	MSEB0002	A001aI115Y	B09	NA	NA	NA	NA	NA	NA	27	NA	BEST_v24	2738338	1857016	306064	1180257	20113	11138	169	30	8776	410750700	253970573	58795564	419231	234515	3151	567	180998	0.558279	0.488706	0.655183	1857016	1690172	1690172	166764	0	66	1690252	1690172	1690106	1690046	1	1690045	1	0	excluded
M300232	Caecum	NegativeMebrane	MSEB0002	A001aI114M	B09	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	22	NA	BEST_v24	9561316	8253940	925006	889678	202194	155631	31546	4150	10867	1434197400	1215933605	27332710	7103866	6161730	407573	70086	464477	0.433804	0.418308	0.578744	8253940	518288	492104	7654192	25801	392	599748	492487	491712	491544	119752	371792	119752	0	excluded
M300233	Caecum	Positive	MSEB0002	A001aI117B	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	NA	BEST_v24	3454630	3261002	36580	1205227	18653	9506	6494	1417	1236	518194500	454764758	45330219	351179	231621	81816	18467	19275	0.493664	0.487959	0.127468	3261002	1097136	1096648	2069774	372	140	1191228	1096764	1096508	1096446	372751	723695	372751	90597	retained
M300234	Caecum	Positive	MSEB0002	A001aI117B	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	6	NA	BEST_v24	4917960	4658854	58466	1618971	26441	13295	8932	2410	1804	737694000	652877976	59623478	493343	319482	113709	32947	27205	0.497599	0.492794	0.121881	4658854	1550774	1549968	2989978	610	191	1668876	1550164	1549777	1549700	550500	999200	550500	208460	retained
M300235	Caecum	Positive	MSEB0002	A001aI117B	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	10	NA	BEST_v24	5312334	5072068	59576	1659265	26876	13247	9221	2288	2120	796850100	714220286	58810205	456369	276694	116837	29266	33572	0.496271	0.491743	0.118633	5072068	1652380	1651436	3288966	731	309	1783102	1651649	1651127	1651032	584840	1066192	584840	221881	retained
M300236	Caecum	Positive	MSEB0002	A001aI117B	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	13	NA	BEST_v24	5757768	5475582	68664	1856786	30094	16003	9937	2095	2059	863665200	769138995	66542232	567998	383141	125440	26770	32647	0.496748	0.491628	0.149636	5475582	1782334	1781376	3558000	739	1718	1917582	1781595	1779658	1779386	634078	1145308	634078	238557	retained
M300237	Caecum	Positive	MSEB0002	A001aI117B	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	16	NA	BEST_v24	7244230	6652256	73548	2335842	35005	17982	12014	2672	2337	1086634500	941003057	91041274	612852	392345	149750	33950	36807	0.508102	0.493285	0.295808	6652256	2137540	2135986	4368498	1345	12715	2283758	2136195	2123271	2121638	794301	1327337	794301	295747	retained
M300238	Caecum	Positive	MSEB0002	A001aI117B	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	18	NA	BEST_v24	5880950	4754730	54436	2405752	28434	15634	9128	1854	1818	882142500	669796105	114941893	509659	342800	117641	23581	25637	0.53574600000000006	0.493375	0.53531	4754730	1585744	1582746	3053874	2721	50891	1700856	1583023	1531855	1525568	551784	973784	551784	43469	retained
M300239	Caecum	NegativeLysis	MSEB0002	A001aI116Y	B11	NA	NA	NA	NA	NA	NA	21	NA	BEST_v24	11817978	797360	138548	10764167	62067	43099	13995	777	4196	1772696700	95564941	743105004	916120	625700	217157	8662	64601	0.717341	0.447791	0.873283	797360	783040	770646	13505	11676	372769	783855	771364	397877	358056	93	357963	93	0	excluded
M300240	Caecum	NegativeMebrane	MSEB0002	A001aI115M	B11	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	NA	BEST_v24	19922318	19043624	171690	3636434	87085	46124	32191	4478	4292	2988347700	2760563129	145094806	1433687	932943	380010	55368	65366	0.482302	0.477319	0.331506	19043624	10380182	10290380	8590361	88640	12222	10453263	10291542	10278158	10276488	3995067	6281421	3995067	2700811	retained
M300241	Caecum	Positive	MSEB0002	A001aI118B	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	NA	BEST_v24	5748904	5452768	64350	1808844	30805	14879	10856	2883	2187	862335600	767269798	66513810	556527	349304	137871	38678	30674	0.49089	0.485226	0.144712	5452768	1251118	1250272	4094206	646	224	1358562	1250472	1250048	1249956	436271	813685	436271	144370	retained
M300242	Caecum	Positive	MSEB0002	A001aI118B	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	6	NA	BEST_v24	5854236	5629156	64606	1565610	28883	13445	9954	3140	2344	878135400	801361246	53622851	483345	282652	125497	40958	34238	0.492777	0.488449	0.13734	5629156	1284296	1283340	4263974	703	207	1365182	1283593	1283133	1283048	493730	789318	493730	162852	retained
M300243	Caecum	Positive	MSEB0002	A001aI118B	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	9	NA	BEST_v24	7373232	7094578	77500	1933576	35865	17043	12549	3524	2749	1105984800	1010937952	66340596	617051	374485	154809	45949	41808	0.491891	0.487271	0.116403	7094578	1629468	1628242	5367678	920	487	1726900	1628548	1627755	1627602	632746	994856	632746	297447	retained
M300244	Caecum	Positive	MSEB0002	A001aI118B	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	13	NA	BEST_v24	7412262	7061170	83400	2397955	35291	16931	12335	3327	2698	1111839300	992088605	84733887	632580	389815	157763	41763	43239	0.497237	0.49191	0.155122	7061170	1601102	1599858	5378580	997	2774	1682590	1600105	1597084	1596628	608396	988232	608396	226048	retained
M300245	Caecum	Positive	MSEB0002	A001aI118B	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	17	NA	BEST_v24	10638018	9648952	103198	3285210	51824	27643	17300	3804	3077	1595702700	1373522467	131864162	974500	667272	216138	45113	45977	0.503838	0.484631	0.456872	9648952	2178552	2173878	7348647	4250	34700	2300305	2174302	2139178	2134716	812067	1322649	812067	205534	retained
M300246	Caecum	Positive	MSEB0002	A001aI118B	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	20	NA	BEST_v24	6155304	5830408	80352	1934305	39047	20356	13991	2393	2307	923295600	821663917	68753648	790249	527153	193392	28418	41286	0.490152	0.483851	0.57136	5830408	1587776	1552504	4168364	34778	171164	1662044	1552998	1381340	1360620	449665	910955	449665	0	excluded
M300247	Caecum	NegativeLysis	MSEB0002	A001aI211Y	B12	NA	NA	NA	NA	NA	NA	21	NA	BEST_v24	15368576	1973578	187744	13582801	96236	58744	29686	1706	6100	2305286400	243480579	920437765	1489045	894874	483493	19810	90868	0.697995	0.45504	0.834051	1973578	1947104	1876028	24870	69078	904824	1948708	1878026	971204	865460	537	864923	537	0	excluded
M300248	Caecum	NegativeMebrane	MSEB0002	A001aI116M	B12	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	NA	BEST_v24	9715246	9163280	102296	2152755	53749	28343	19941	2615	2850	1457286900	1317380606	85588883	893007	570285	243571	31415	47736	0.46949	0.460525	0.261009	9163280	2359470	2280472	6725906	78311	13111	2437374	2281159	2267361	2265724	756902	1508822	756902	255968	retained
M300249	Caecum	NegativeLysis	MSEB0002	A001aI108Y	B01	NA	NA	NA	NA	NA	NA	20	NA	BEST_v24	16288600	6280	338694	14322175	138242	124770	8188	3	5281	2443290000	888242	1000647115	1975965	1807245	75861	72	92787	0.741656	0.444439	0.920148	6280	2994	2158	3097	824	278	3183	2170	1880	1874	472	1402	472	0	excluded
M300250	Caecum	NegativeLysis	MSEB0002	A001aI110Y	B02	NA	NA	NA	NA	NA	NA	23	NA	BEST_v24	22975824	876852	755428	18997454	300726	271820	15792	312	12802	3446373600	120893681	1310315224	4248507	3878971	153429	3874	212233	0.727902	0.449606	0.886935	876852	412128	408082	453875	3985	1068	422977	408143	407014	407000	83140	323860	83140	0	excluded
M300251	Caecum	NegativeLysis	MSEB0002	A001aI113Y	B03	NA	NA	NA	NA	NA	NA	27	NA	BEST_v24	5559634	5100388	167372	1704870	43563	30041	7611	2097	3814	833945100	720968778	64367683	944929	731788	89210	40776	83155	0.481424	0.470073	0.700064	5100388	1587866	1555010	3427805	31617	22329	1672583	1556249	1532681	1532340	467673	1064667	467673	0	excluded
M300252	Caecum	NegativeLysis	MSEB0002	A001aI114Y	B04	NA	NA	NA	NA	NA	NA	32	NA	BEST_v24	4830810	1412574	2458062	2163633	332280	320701	770	53	10756	724621500	184670289	96624501	7306593	7104692	11915	1766	188220	0.519292	0.492167	0.375947	1412574	1412558	381856	16	1027806	2	1412558	384752	381854	381852	10	381842	10	0	excluded
M300253	Caecum	NegativeLysis	MSEB0002	A001aI115Y	B09	NA	NA	NA	NA	NA	NA	32	NA	BEST_v24	7739272	5538812	1262012	3282453	246715	215849	537	85	30244	1160890800	798467415	99825335	13018152	12525546	5183	1068	486355	0.49056	0.436972	0.687141	5538812	4280012	1917884	1249127	2339165	137608	4289685	1940847	1780276	1780226	66935	1713291	66935	0	excluded
M300254	Caecum	NegativeLysis	MSEB0002	A001aI116Y	B11	NA	NA	NA	NA	NA	NA	25	NA	BEST_v24	4692310	3818396	73328	2809387	74560	39043	31374	1636	2507	703846500	495491649	135502331	1138396	599646	486483	18178	34089	0.450134	0.416279	0.553541	3818396	3802602	2972290	13581	824769	1095778	3804815	2977833	1876512	1741948	1498	1740450	1498	0	excluded
M300255	Caecum	NegativeLysis	MSEB0002	A001aI211Y	B12	NA	NA	NA	NA	NA	NA	25	NA	BEST_v24	4643020	3767184	64826	2899376	73559	33975	36094	993	2497	696453000	484492465	139461573	1162521	569036	552084	11988	29413	0.460753	0.428642	0.548761	3767184	3750294	2737248	15819	1008670	1059188	3751365	2741624	1678060	1550534	3123	1547411	3123	0	excluded
M300256	Caecum	NegativeReaction	MSEB0002	A001aI119R	NA	NA	NA	NA	NA	NA	NA	19	NA	BEST_v24	22065098	59282	194002	20243249	73222	58911	9508	73	4730	3309764700	6869723	1424784115	988583	815362	93199	1173	78849	0.741117	0.462524	0.913995	59282	58194	57526	1033	625	29326	58249	57569	28200	25720	2	25718	2	0	excluded
M300257	Caecum	Positive	MSEB0002	A001aI109B	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	NA	BEST_v24	4476056	4171992	123956	658844	34779	20613	10724	1283	2159	671408400	608973574	27935295	746190	534151	130078	18286	63675	0.445793	0.436403	0.115541	4171992	1204672	1204362	2942542	200	97	1229450	1204472	1204265	1204196	470824	733372	470824	132397	retained
M300258	Caecum	Positive	MSEB0002	A001aI109B	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	6	NA	BEST_v24	8912456	8408534	199258	1205220	70103	43236	21476	2334	3057	1336868400	1230272234	50068640	1602342	1218572	260498	33342	89930	0.443777	0.436169	0.121162	8408534	2334996	2334428	6029109	379	136	2379425	2334617	2334292	2334182	916342	1417840	916342	451566	retained
M300259	Caecum	Positive	MSEB0002	A001aI109B	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	10	NA	BEST_v24	572054	536854	18700	73537	5129	3475	1369	78	207	85808100	78629138	2935907	134608	111110	16379	848	6271	0.43344	0.426659	0.00675461	536854	144266	144212	389030	45	9	147824	144221	144203	144196	54599	89597	54599	0	excluded
M300260	Caecum	Positive	MSEB0002	A001aI109B	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	13	NA	BEST_v24	7543640	6887266	163084	1420369	54443	33294	16829	1779	2541	1131546000	1001264574	63318979	1182572	883135	202901	25719	70817	0.455458	0.438351	0.180016	6887266	2015814	2012954	4843615	2751	192	2043651	2013063	2012762	2012666	797750	1214916	797750	329923	retained
M300261	Caecum	Positive	MSEB0002	A001aI109B	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	16	NA	BEST_v24	12120104	11343018	286276	1502735	116734	80745	30121	2276	3592	1818015600	1667123938	62967758	3541560	3018577	365225	29762	127996	0.438646	0.427963	0.434998	11343018	2956952	2929218	8328164	27373	1087	3014854	2929579	2928131	2927944	1105149	1822795	1105149	290762	retained
M300262	Caecum	Positive	MSEB0002	A001aI109B	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	20	NA	BEST_v24	12421772	8853364	197334	4666148	80407	53758	21564	1809	3276	1863265800	1276244270	268951191	1693289	1335472	254138	24356	79323	0.518801	0.439167	0.672478	8853364	3084468	2952344	5738003	131609	13427	3115361	2952859	2938917	2938246	1112183	1826063	1112183	0	excluded
M300263	Caecum	NegativeLysis	MSEB0002	A001aI108Y	B01	NA	NA	NA	NA	NA	NA	21	NA	BEST_v24	16922774	1627884	221434	14874601	85483	70674	9168	476	5165	2538416100	204096232	1017224841	1328655	1132062	97277	8330	90986	0.705578	0.451371	0.847628	1627884	1619868	1258880	7719	359959	32750	1620165	1259909	1226130	1224680	26308	1198372	26308	0	excluded
M300264	Caecum	NegativeMebrane	MSEB0002	A001aI108M	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	13	NA	BEST_v24	13389746	12996530	108112	2142023	92850	51013	36517	2645	2675	2008461900	1893137601	73222274	1720938	1199935	440606	30068	50329	0.430736	0.424581	0.249967	12996530	952266	909402	11978078	42447	6515	1018452	909819	902887	902150	308821	593329	308821	59390	retained
M300265	Caecum	Positive	MSEB0002	A001aI108C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	NA	BEST_v24	3959966	3713102	149346	529122	46079	33816	9248	1222	1793	593994900	542703270	18953935	1563434	1356879	114369	18529	73657	0.445854	0.439453	0.122235	3713102	1294144	1293908	2400704	170	123	1312398	1293974	1293785	1293684	522471	771213	522471	196325	retained
M300266	Caecum	Positive	MSEB0002	A001aI108C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	NA	BEST_v24	7013978	6722430	165476	859143	52670	32502	15860	1924	2384	1052096700	985307884	29531570	1186994	898357	190272	29940	68425	0.445637	0.440269	0.123273	6722430	2458788	2458406	4235492	274	138	2486938	2458514	2458268	2458162	989203	1468959	989203	519931	retained
M300267	Caecum	Positive	MSEB0002	A001aI108C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	10	NA	BEST_v24	9419310	9045952	204046	1177508	71487	44762	21238	2423	3064	1412896500	1325468462	40056216	1692031	1300308	256317	36041	99365	0.444201	0.438848	0.135415	9045952	3210298	3209702	5800371	442	173	3245581	3209856	3209529	3209394	1296041	1913353	1296041	745925	retained
M300268	Caecum	Positive	MSEB0002	A001aI108C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	13	NA	BEST_v24	12957176	12230384	299138	1805903	102156	66414	28618	2998	4126	1943576400	1790977028	67996566	2566215	2042497	341641	42938	139139	0.44912	0.43897	0.182206	12230384	4405680	4404184	7775339	1280	359	4455045	4404400	4403825	4403620	1773551	2630069	1773551	1079909	retained
M300269	Caecum	Positive	MSEB0002	A001aI108C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	NA	BEST_v24	13794226	13062856	350270	1628186	129268	89830	32033	3075	4330	2069133900	1920068133	59437671	3943681	3348557	385262	42439	167423	0.44282	0.434928	0.359722	13062856	4509534	4505482	8494764	3785	1158	4568092	4505749	4504324	4503998	1785961	2718037	1785961	877527	retained
M300270	Caecum	Positive	MSEB0002	A001aI108C	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	19	NA	BEST_v24	7617048	3751558	118390	4199752	39860	27849	8909	1030	2072	1142557200	541426789	268938125	788961	618923	106176	17105	46757	0.592134	0.446839	0.683769	3751558	1722656	1611252	2017541	111035	11835	1734017	1611621	1599417	1598824	592599	1006225	592599	27899	retained
M300271	Caecum	NegativeLysis	MSEB0002	A001aI110Y	B02	NA	NA	NA	NA	NA	NA	22	NA	BEST_v24	19137010	182044	252430	17609609	93428	79627	8412	201	5188	2870551500	22809764	1236300823	1312193	1134732	86943	3287	87231	0.737294	0.453042	0.907721	182044	176128	106286	5695	69414	28133	176349	106714	78153	77226	440	76786	440	0	excluded
M300272	Caecum	NegativeMebrane	MSEB0002	A001aI110M	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	17	NA	BEST_v24	9672284	8185478	83150	2802896	56343	30657	21752	1664	2270	1450842600	1182854152	135199650	941614	606358	271733	19921	43602	0.482357	0.440027	0.510314	8185478	899808	865940	7257095	33495	85755	928383	866313	780185	772138	189546	582592	189546	0	excluded
M300273	Caecum	Positive	MSEB0002	A001aI211A	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	6	NA	BEST_v24	3866318	3512348	243538	385561	58618	42333	11404	1634	3247	579947700	516937080	13021837	1845084	1539052	146658	28372	131002	0.43509	0.424818	0.112116	3512348	417106	416696	3068587	281	115	443761	416825	416581	416498	145596	270902	145596	9863	retained
M300274	Caecum	Positive	MSEB0002	A001aI211A	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	8	NA	BEST_v24	8849336	7998690	591730	815580	127786	89099	26140	4008	8539	1327400400	1178945585	27096910	3803542	3049726	334743	70162	348911	0.436272	0.42469	0.126014	7998690	903266	902312	7035972	648	263	962718	902618	902049	901872	314484	587388	314484	79198	retained
M300275	Caecum	Positive	MSEB0002	A001aI211A	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	12	NA	BEST_v24	9599882	8608266	677394	1000748	162749	121832	28293	3768	8856	1439982300	1266271283	33320918	5620166	4801982	366658	61761	389765	0.435686	0.423989	0.142592	8608266	1029588	1028588	7511333	733	296	1096933	1028855	1028292	1028056	361084	666972	361084	102474	retained
M300276	Caecum	Positive	MSEB0002	A001aI211A	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	15	NA	BEST_v24	12263076	10808524	853284	1443718	209562	159702	35054	4246	10560	1839461400	1589959431	55668618	7506181	6506543	445773	71673	482192	0.440102	0.423663	0.262638	10808524	1312054	1310446	9409492	1324	386	1399032	1310730	1310060	1309772	461254	848518	461254	89979	retained
M300277	Caecum	Positive	MSEB0002	A001aI211A	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	18	NA	BEST_v24	15088598	13475594	1127812	957948	297740	234778	45228	4340	13394	2263289700	1998540285	32408778	11387151	10054380	582118	68866	681787	0.428042	0.417629	0.534986	13475594	1483878	1478092	11862920	5361	878	1612674	1478517	1477214	1476818	494589	982229	494589	0	excluded
M300278	Caecum	Positive	MSEB0002	A001aI211A	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	20	NA	BEST_v24	13816122	11646148	1010388	1758765	223737	167752	37084	6137	12764	2072418300	1720324451	82169901	7380637	6190106	489128	113941	587462	0.457736	0.43017	0.618416	11646148	2064316	2044316	9491748	19336	2702	2154400	2044980	2041614	2041212	464062	1577150	464062	0	excluded
M300279	Caecum	NegativeLysis	MSEB0002	A001aI113Y	B03	NA	NA	NA	NA	NA	NA	25	NA	BEST_v24	19378754	2811306	576212	15679083	136442	104937	18421	928	12156	2906813100	393303844	1068187301	2699819	2172634	242901	16029	268255	0.69463	0.45215	0.848011	2811306	2485192	1249606	321238	1227589	99474	2490068	1257603	1150132	1148234	72372	1075862	72372	0	excluded
M300280	Caecum	NegativeMebrane	MSEB0002	A001aI211M	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	16	NA	BEST_v24	12035074	11355910	166062	1754157	87681	54338	28225	2569	2549	1805261100	1667923544	66178327	2024298	1588624	339639	34543	61492	0.451946	0.439202	0.49079	11355910	2072968	2035308	9240980	37194	7389	2114930	2035774	2027919	2027388	749955	1277433	749955	192975	retained
M300281	Caecum	Positive	MSEB0002	A001aI113C	B04	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	NA	BEST_v24	2414340	2194644	156390	238899	39733	29868	6754	1076	2035	362151000	323071172	7738981	1424282	1229336	85848	18135	90963	0.437479	0.428201	0.118042	2194644	428338	428092	1750840	174	96	443804	428164	427996	427924	164654	263270	164654	7238	retained
M300282	Caecum	Positive	MSEB0002	A001aI113C	B04	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	8	NA	BEST_v24	7366794	6732236	452022	770824	112370	84164	19729	3035	5442	1105019100	990139373	24604615	3811919	3263873	250700	52867	244479	0.437564	0.428763	0.122657	6732236	1342482	1341886	5346090	401	249	1386146	1342081	1341637	1341444	523179	818265	523179	205911	retained
